Linear Regression,Ridge,Lasso,ElasticNet,DecisionTree,RandomForest,GradientBoosting,AdaBoostRegressor,ExtraTreeRegressor,XGBoost,Support Vector Regressor,KNeighborsRegressor
0.7534188103611381,0.7542584665550721,0.752581191631494,0.7490760615099825,0.8982457001597369,0.9089830628908737,0.8238045228690727,0.8352204927020834,0.8798127564005569,0.8956926596629273,-0.3053065880035968,0.41869369916238386
27397616.695022337,27304322.560986012,27490684.446560774,27880139.180216633,11305912.29678507,10112884.763525337,19577065.683314063,18308638.168040726,13353995.236179434,11589580.426705696,145032512.90168062,64588897.620600596
