Linear Regression,Ridge,Lasso,ElasticNet,DecisionTree,RandomForest,GradientBoosting,AdaBoostRegressor,ExtraTreeRegressor,XGBoost,Support Vector Regressor,KNeighborsRegressor
0.877147939769632,0.8778811491704313,0.8635802705901704,0.8504355419446782,0.8644158067139308,0.8683384062385793,0.8043557104560163,0.8601999824767672,0.8654395396169179,0.8585803633504103,-0.24510486632986783,0.6588101468400642
30014497.03583871,29835363.602132585,33329270.63920015,36540713.884248026,33125137.33884753,32166790.758541334,47798668.88341464,34155122.86642181,32875024.901786417,34550818.74141219,304196740.7765811,83357509.976831
